USERID,VERTEX,TIME,minute
799,48,2012-04-03 22:37:01+00:00,277
69,38,2012-04-03 22:37:23+00:00,277
955,40,2012-04-03 22:38:01+00:00,278
955,40,2012-04-03 22:38:28+00:00,278
361,43,2012-04-03 22:38:39+00:00,278
296,48,2012-04-03 22:38:52+00:00,278
378,68,2012-04-03 22:39:02+00:00,279
85,32,2012-04-03 22:39:22+00:00,279
337,76,2012-04-03 22:39:56+00:00,279
826,42,2012-04-03 22:40:04+00:00,280
475,40,2012-04-03 22:41:29+00:00,281
101,39,2012-04-03 22:41:46+00:00,281
895,84,2012-04-03 22:41:52+00:00,281
120,37,2012-04-03 22:42:27+00:00,282
134,55,2012-04-03 22:42:29+00:00,282
149,47,2012-04-03 22:44:10+00:00,284
149,47,2012-04-03 22:44:27+00:00,284
54,39,2012-04-03 22:45:05+00:00,285
650,49,2012-04-03 22:45:12+00:00,285
432,44,2012-04-03 22:45:18+00:00,285
319,17,2012-04-03 22:45:23+00:00,285
432,44,2012-04-03 22:45:39+00:00,285
816,91,2012-04-03 22:46:21+00:00,286
432,44,2012-04-03 22:46:26+00:00,286
816,90,2012-04-03 22:46:33+00:00,286
816,90,2012-04-03 22:46:44+00:00,286
1054,73,2012-04-03 22:46:54+00:00,286
386,54,2012-04-03 22:47:46+00:00,287
628,61,2012-04-03 22:48:10+00:00,288
626,55,2012-04-03 22:49:25+00:00,289
215,26,2012-04-03 22:49:31+00:00,289
371,51,2012-04-03 22:50:06+00:00,290
371,51,2012-04-03 22:50:19+00:00,290
17,60,2012-04-03 22:50:53+00:00,290
440,38,2012-04-03 22:51:58+00:00,291
1013,38,2012-04-03 22:52:04+00:00,292
848,40,2012-04-03 22:53:08+00:00,293
653,47,2012-04-03 22:53:35+00:00,293
264,43,2012-04-03 22:53:48+00:00,293
943,41,2012-04-03 22:54:06+00:00,294
188,42,2012-04-03 22:54:24+00:00,294
432,44,2012-04-03 22:54:41+00:00,294
434,46,2012-04-03 22:54:49+00:00,294
432,44,2012-04-03 22:54:55+00:00,294
186,45,2012-04-03 22:55:31+00:00,295
14,43,2012-04-03 22:55:46+00:00,295
788,36,2012-04-03 22:57:11+00:00,297
100,41,2012-04-03 22:57:13+00:00,297
854,12,2012-04-03 22:57:38+00:00,297
985,41,2012-04-03 22:58:13+00:00,298
1083,44,2012-04-03 22:59:03+00:00,299
113,45,2012-04-03 23:00:00+00:00,300
943,41,2012-04-03 23:00:45+00:00,300
658,55,2012-04-03 23:01:57+00:00,301
415,47,2012-04-03 23:02:02+00:00,302
204,35,2012-04-03 23:02:19+00:00,302
279,47,2012-04-03 23:02:22+00:00,302
319,17,2012-04-03 23:02:42+00:00,302
649,39,2012-04-03 23:02:48+00:00,302
615,41,2012-04-03 23:03:11+00:00,303
208,45,2012-04-03 23:03:23+00:00,303
556,25,2012-04-03 23:04:08+00:00,304
619,45,2012-04-03 23:04:11+00:00,304
990,47,2012-04-03 23:04:11+00:00,304
722,19,2012-04-03 23:05:56+00:00,305
1042,44,2012-04-03 23:06:05+00:00,306
188,45,2012-04-03 23:06:27+00:00,306
480,36,2012-04-03 23:06:33+00:00,306
371,53,2012-04-03 23:06:58+00:00,306
1016,72,2012-04-03 23:07:43+00:00,307
79,45,2012-04-03 23:08:06+00:00,308
215,41,2012-04-03 23:08:10+00:00,308
662,38,2012-04-03 23:09:16+00:00,309
362,44,2012-04-03 23:09:26+00:00,309
495,51,2012-04-03 23:10:09+00:00,310
418,45,2012-04-03 23:10:17+00:00,310
1040,43,2012-04-03 23:10:35+00:00,310
530,43,2012-04-03 23:11:00+00:00,311
169,44,2012-04-03 23:11:41+00:00,311
17,59,2012-04-03 23:11:54+00:00,311
1059,38,2012-04-03 23:13:16+00:00,313
495,50,2012-04-03 23:13:24+00:00,313
311,49,2012-04-03 23:13:38+00:00,313
500,42,2012-04-03 23:13:38+00:00,313
187,49,2012-04-03 23:13:38+00:00,313
187,49,2012-04-03 23:14:00+00:00,314
251,44,2012-04-03 23:14:46+00:00,314
337,76,2012-04-03 23:14:48+00:00,314
689,41,2012-04-03 23:15:02+00:00,315
995,29,2012-04-03 23:15:09+00:00,315
207,67,2012-04-03 23:15:18+00:00,315
891,67,2012-04-03 23:15:50+00:00,315
891,67,2012-04-03 23:16:30+00:00,316
649,39,2012-04-03 23:16:46+00:00,316
443,82,2012-04-03 23:16:47+00:00,316
71,46,2012-04-03 23:17:23+00:00,317
733,49,2012-04-03 23:17:50+00:00,317
1055,37,2012-04-03 23:18:17+00:00,318
367,36,2012-04-03 23:18:22+00:00,318
242,39,2012-04-03 23:20:05+00:00,320
824,87,2012-04-03 23:20:26+00:00,320
901,22,2012-04-03 23:20:53+00:00,320
1070,35,2012-04-03 23:21:13+00:00,321
903,48,2012-04-03 23:21:27+00:00,321
417,42,2012-04-03 23:22:13+00:00,322
251,43,2012-04-03 23:22:20+00:00,322
188,46,2012-04-03 23:22:24+00:00,322
803,40,2012-04-03 23:22:45+00:00,322
619,45,2012-04-03 23:24:04+00:00,324
215,45,2012-04-03 23:24:39+00:00,324
770,77,2012-04-03 23:25:09+00:00,325
