100
83,73,1
73,83,1
83,93,1
93,83,1
84,85,1
85,84,1
84,83,1
83,84,1
84,74,1
74,84,1
84,94,1
94,84,1
85,86,1
86,85,1
85,84,1
84,85,1
85,75,1
75,85,1
85,95,1
95,85,1
86,87,1
87,86,1
86,85,1
85,86,1
86,76,1
76,86,1
86,96,1
96,86,1
87,88,1
88,87,1
87,86,1
86,87,1
87,77,1
77,87,1
87,97,1
97,87,1
88,89,1
89,88,1
88,87,1
87,88,1
88,78,1
78,88,1
88,98,1
98,88,1
89,88,1
88,89,1
89,79,1
79,89,1
90,91,1
91,90,1
90,80,1
80,90,1
90,100,1
100,90,1
91,92,1
92,91,1
91,90,1
90,91,1
91,81,1
81,91,1
91,101,1
101,91,1
92,93,1
93,92,1
92,91,1
91,92,1
92,82,1
82,92,1
92,102,1
102,92,1
93,94,1
94,93,1
93,92,1
92,93,1
93,83,1
83,93,1
93,103,1
103,93,1
94,95,1
95,94,1
94,93,1
93,94,1
94,84,1
84,94,1
94,104,1
104,94,1
95,96,1
96,95,1
95,94,1
94,95,1
95,85,1
85,95,1
95,105,1
105,95,1
96,97,1
97,96,1
96,95,1
95,96,1
96,86,1
86,96,1
96,106,1
106,96,1
97,98,1
98,97,1
97,96,1
96,97,1
97,87,1
87,97,1
97,107,1
107,97,1
98,99,1
99,98,1
98,97,1
97,98,1
98,88,1
88,98,1
98,108,1
108,98,1
99,98,1
98,99,1
99,89,1
89,99,1
